testId,_inp_StaffType,_inp_WorkHour,_inp_Quality,_inp_Age,_out_Salary,_out_ExReward
104,1,150,72,33,1613,FALSE
105,1,150,72,34,1613,FALSE
106,1,150,72,35,1613,FALSE
107,1,150,72,36,1613,FALSE
108,1,150,72,37,1613,FALSE
109,1,150,72,38,1613,FALSE
110,1,150,72,39,1613,FALSE
111,1,150,72,40,1613,FALSE
112,1,150,72,41,1613,FALSE
113,1,150,72,42,1613,FALSE
114,1,150,72,43,1613,FALSE
115,1,150,72,44,1613,FALSE
116,1,150,72,45,1613,FALSE
117,1,150,72,46,1613,FALSE
118,1,150,72,47,1613,FALSE
119,1,150,72,48,1613,FALSE
120,1,150,72,49,1613,FALSE
121,1,150,72,50,1613,FALSE
122,1,150,72,51,1613,FALSE
123,1,150,72,52,1613,FALSE
124,1,150,72,53,1613,FALSE
125,1,150,72,54,1613,FALSE
126,1,150,72,55,1613,FALSE
127,1,150,72,56,1613,FALSE
128,1,150,72,57,1613,FALSE
129,1,150,72,58,1613,FALSE
130,1,150,72,59,1613,FALSE
131,1,150,72,60,1613,FALSE
132,1,150,72,61,1613,FALSE
133,1,150,72,62,1613,FALSE
134,1,150,72,63,1613,FALSE
135,1,150,72,64,1613,FALSE
136,1,150,73,20,1613,FALSE
137,1,150,73,21,1613,FALSE
138,1,150,73,22,1613,FALSE
139,1,150,73,23,1613,FALSE
140,1,150,73,24,1613,FALSE
141,1,150,73,25,1613,FALSE
142,1,150,73,26,1613,FALSE
143,1,150,73,27,1613,FALSE
144,1,150,73,28,1613,FALSE
145,1,150,73,29,1613,FALSE
146,1,150,73,30,1613,FALSE
147,1,150,73,31,1613,FALSE
148,1,150,73,32,1613,FALSE
149,1,150,73,33,1613,FALSE
150,1,150,73,34,1613,FALSE
151,1,150,73,35,1613,FALSE
152,1,150,73,36,1613,FALSE
153,1,150,73,37,1613,FALSE
154,1,150,73,38,1613,FALSE
155,1,150,73,39,1613,FALSE
156,1,150,73,40,1613,FALSE
157,1,150,73,41,1613,FALSE
158,1,150,73,42,1613,FALSE
159,1,150,73,43,1613,FALSE
160,1,150,73,44,1613,FALSE
161,1,150,73,45,1613,FALSE
162,1,150,73,46,1613,FALSE
163,1,150,73,47,1613,FALSE
164,1,150,73,48,1613,FALSE
165,1,150,73,49,1613,FALSE
166,1,150,73,50,1613,FALSE
167,1,150,73,51,1613,FALSE
168,1,150,73,52,1613,FALSE
169,1,150,73,53,1613,FALSE
170,1,150,73,54,1613,FALSE
171,1,150,73,55,1613,FALSE
172,1,150,73,56,1613,FALSE
173,1,150,73,57,1613,FALSE
174,1,150,73,58,1613,FALSE
175,1,150,73,59,1613,FALSE
176,1,150,73,60,1613,FALSE
177,1,150,73,61,1613,FALSE
178,1,150,73,62,1613,FALSE
179,1,150,73,63,1613,FALSE
180,1,150,73,64,1613,FALSE
181,1,150,74,20,1613,FALSE
182,1,150,74,21,1613,FALSE
183,1,150,74,22,1613,FALSE
184,1,150,74,23,1613,FALSE
185,1,150,74,24,1613,FALSE
186,1,150,74,25,1613,FALSE
187,1,150,74,26,1613,FALSE
188,1,150,74,27,1613,FALSE
189,1,150,74,28,1613,FALSE
190,1,150,74,29,1613,FALSE
191,1,150,74,30,1613,FALSE
192,1,150,74,31,1613,FALSE
193,1,150,74,32,1613,FALSE
194,1,150,74,33,1613,FALSE
195,1,150,74,34,1613,FALSE
196,1,150,74,35,1613,FALSE
197,1,150,74,36,1613,FALSE
198,1,150,74,37,1613,FALSE
199,1,150,74,38,1613,FALSE
200,1,150,74,39,1613,FALSE
201,1,150,74,40,1613,FALSE
202,1,150,74,41,1613,FALSE
203,1,150,74,42,1613,FALSE
204,1,150,74,43,1613,FALSE
205,1,150,74,44,1613,FALSE
206,1,150,74,45,1613,FALSE
207,1,150,74,46,1613,FALSE
208,1,150,74,47,1613,FALSE
209,1,150,74,48,1613,FALSE
210,1,150,74,49,1613,FALSE
211,1,150,74,50,1613,FALSE
212,1,150,74,51,1613,FALSE
213,1,150,74,52,1613,FALSE
214,1,150,74,53,1613,FALSE
215,1,150,74,54,1613,FALSE
216,1,150,74,55,1613,FALSE
217,1,150,74,56,1613,FALSE
218,1,150,74,57,1613,FALSE
219,1,150,74,58,1613,FALSE
220,1,150,74,59,1613,FALSE
221,1,150,74,60,1613,FALSE
222,1,150,74,61,1613,FALSE
223,1,150,74,62,1613,FALSE
224,1,150,74,63,1613,FALSE
225,1,150,74,64,1613,FALSE
226,1,150,75,20,1613,FALSE
227,1,150,75,21,1613,FALSE
228,1,150,75,22,1613,FALSE
229,1,150,75,23,1613,FALSE
230,1,150,75,24,1613,FALSE
231,1,150,75,25,1613,FALSE
232,1,150,75,26,1613,FALSE
233,1,150,75,27,1613,FALSE
234,1,150,75,28,1613,FALSE
235,1,150,75,29,1613,FALSE
236,1,150,75,30,1613,FALSE
237,1,150,75,31,1613,FALSE
238,1,150,75,32,1613,FALSE
239,1,150,75,33,1613,FALSE
240,1,150,75,34,1613,FALSE
241,1,150,75,35,1613,FALSE
242,1,150,75,36,1613,FALSE
243,1,150,75,37,1613,FALSE
244,1,150,75,38,1613,FALSE
245,1,150,75,39,1613,FALSE
246,1,150,75,40,1613,FALSE
247,1,150,75,41,1613,FALSE
248,1,150,75,42,1613,FALSE
249,1,150,75,43,1613,FALSE
250,1,150,75,44,1613,FALSE
251,1,150,75,45,1613,FALSE
252,1,150,75,46,1613,FALSE
253,1,150,75,47,1613,FALSE
254,1,150,75,48,1613,FALSE
255,1,150,75,49,1613,FALSE
256,1,150,75,50,1613,FALSE
257,1,150,75,51,1613,FALSE
258,1,150,75,52,1613,FALSE
259,1,150,75,53,1613,FALSE
260,1,150,75,54,1613,FALSE
261,1,150,75,55,1613,FALSE
262,1,150,75,56,1613,FALSE
263,1,150,75,57,1613,FALSE
264,1,150,75,58,1613,FALSE
265,1,150,75,59,1613,FALSE
266,1,150,75,60,1613,FALSE
267,1,150,75,61,1613,FALSE
268,1,150,75,62,1613,FALSE
269,1,150,75,63,1613,FALSE
270,1,150,75,64,1613,FALSE
271,1,150,76,20,1613,FALSE
272,1,150,76,21,1613,FALSE
273,1,150,76,22,1613,FALSE
274,1,150,76,23,1613,FALSE
275,1,150,76,24,1613,FALSE
276,1,150,76,25,1613,FALSE
277,1,150,76,26,1613,FALSE
278,1,150,76,27,1613,FALSE
279,1,150,76,28,1613,FALSE
280,1,150,76,29,1613,FALSE
281,1,150,76,30,1613,FALSE
282,1,150,76,31,1613,FALSE
283,1,150,76,32,1613,FALSE
284,1,150,76,33,1613,FALSE
285,1,150,76,34,1613,FALSE
286,1,150,76,35,1613,FALSE
287,1,150,76,36,1613,FALSE
288,1,150,76,37,1613,FALSE
289,1,150,76,38,1613,FALSE
290,1,150,76,39,1613,FALSE
291,1,150,76,40,1613,FALSE
292,1,150,76,41,1613,FALSE
293,1,150,76,42,1613,FALSE
294,1,150,76,43,1613,FALSE
295,1,150,76,44,1613,FALSE
296,1,150,76,45,1613,FALSE
297,1,150,76,46,1613,FALSE
298,1,150,76,47,1613,FALSE
299,1,150,76,48,1613,FALSE
300,1,150,76,49,1613,FALSE
301,1,150,76,50,1613,FALSE
302,1,150,76,51,1613,FALSE
303,1,150,76,52,1613,FALSE
304,1,150,76,53,1613,FALSE
305,1,150,76,54,1613,FALSE
306,1,150,76,55,1613,FALSE
307,1,150,76,56,1613,FALSE
308,1,150,76,57,1613,FALSE
309,1,150,76,58,1613,FALSE
310,1,150,76,59,1613,FALSE
311,1,150,76,60,1613,FALSE
312,1,150,76,61,1613,FALSE
313,1,150,76,62,1613,FALSE
314,1,150,76,63,1613,FALSE
315,1,150,76,64,1613,FALSE
316,1,150,77,20,1613,FALSE
317,1,150,77,21,1613,FALSE
318,1,150,77,22,1613,FALSE
319,1,150,77,23,1613,FALSE
320,1,150,77,24,1613,FALSE
321,1,150,77,25,1613,FALSE
322,1,150,77,26,1613,FALSE
323,1,150,77,27,1613,FALSE
324,1,150,77,28,1613,FALSE
325,1,150,77,29,1613,FALSE
326,1,150,77,30,1613,FALSE
327,1,150,77,31,1613,FALSE
328,1,150,77,32,1613,FALSE
329,1,150,77,33,1613,FALSE
330,1,150,77,34,1613,FALSE
331,1,150,77,35,1613,FALSE
332,1,150,77,36,1613,FALSE
333,1,150,77,37,1613,FALSE
334,1,150,77,38,1613,FALSE
335,1,150,77,39,1613,FALSE
336,1,150,77,40,1613,FALSE
337,1,150,77,41,1613,FALSE
338,1,150,77,42,1613,FALSE
339,1,150,77,43,1613,FALSE
340,1,150,77,44,1613,FALSE
341,1,150,77,45,1613,FALSE
342,1,150,77,46,1613,FALSE
343,1,150,77,47,1613,FALSE
344,1,150,77,48,1613,FALSE
345,1,150,77,49,1613,FALSE
346,1,150,77,50,1613,FALSE
347,1,150,77,51,1613,FALSE
348,1,150,77,52,1613,FALSE
349,1,150,77,53,1613,FALSE
350,1,150,77,54,1613,FALSE
351,1,150,77,55,1613,FALSE
352,1,150,77,56,1613,FALSE
353,1,150,77,57,1613,FALSE
354,1,150,77,58,1613,FALSE
355,1,150,77,59,1613,FALSE
356,1,150,77,60,1613,FALSE
357,1,150,77,61,1613,FALSE
358,1,150,77,62,1613,FALSE
359,1,150,77,63,1613,FALSE
360,1,150,77,64,1613,FALSE
361,1,150,78,20,1613,FALSE
362,1,150,78,21,1613,FALSE
363,1,150,78,22,1613,FALSE
364,1,150,78,23,1613,FALSE
365,1,150,78,24,1613,FALSE
366,1,150,78,25,1613,FALSE
367,1,150,78,26,1613,FALSE
368,1,150,78,27,1613,FALSE
369,1,150,78,28,1613,FALSE
370,1,150,78,29,1613,FALSE
371,1,150,78,30,1613,FALSE
372,1,150,78,31,1613,FALSE
373,1,150,78,32,1613,FALSE
374,1,150,78,33,1613,FALSE
375,1,150,78,34,1613,FALSE
376,1,150,78,35,1613,FALSE
377,1,150,78,36,1613,FALSE
378,1,150,78,37,1613,FALSE
379,1,150,78,38,1613,FALSE
380,1,150,78,39,1613,FALSE
381,1,150,78,40,1613,FALSE
382,1,150,78,41,1613,FALSE
383,1,150,78,42,1613,FALSE
384,1,150,78,43,1613,FALSE
385,1,150,78,44,1613,FALSE
386,1,150,78,45,1613,FALSE
387,1,150,78,46,1613,FALSE
388,1,150,78,47,1613,FALSE
389,1,150,78,48,1613,FALSE
390,1,150,78,49,1613,FALSE
391,1,150,78,50,1613,FALSE
392,1,150,78,51,1613,FALSE
393,1,150,78,52,1613,FALSE
394,1,150,78,53,1613,FALSE
395,1,150,78,54,1613,FALSE
396,1,150,78,55,1613,FALSE
397,1,150,78,56,1613,FALSE
398,1,150,78,57,1613,FALSE
399,1,150,78,58,1613,FALSE
400,1,150,78,59,1613,TRUE
401,1,150,78,60,1613,TRUE
402,1,150,78,61,1613,TRUE
403,1,150,78,62,1613,TRUE
404,1,150,78,63,1613,TRUE
405,1,150,78,64,1613,TRUE
406,1,150,79,20,1613,FALSE
407,1,150,79,21,1613,FALSE
408,1,150,79,22,1613,FALSE
409,1,150,79,23,1613,FALSE
410,1,150,79,24,1613,FALSE
411,1,150,79,25,1613,FALSE
412,1,150,79,26,1613,FALSE
413,1,150,79,27,1613,FALSE
414,1,150,79,28,1613,FALSE
415,1,150,79,29,1613,FALSE
416,1,150,79,30,1613,FALSE
417,1,150,79,31,1613,FALSE
418,1,150,79,32,1613,FALSE
419,1,150,79,33,1613,FALSE
420,1,150,79,34,1613,FALSE
421,1,150,79,35,1613,FALSE
422,1,150,79,36,1613,FALSE
423,1,150,79,37,1613,FALSE
424,1,150,79,38,1613,FALSE
425,1,150,79,39,1613,FALSE
426,1,150,79,40,1613,FALSE
427,1,150,79,41,1613,FALSE
428,1,150,79,42,1613,FALSE
429,1,150,79,43,1613,FALSE
430,1,150,79,44,1613,FALSE
431,1,150,79,45,1613,FALSE
432,1,150,79,46,1613,FALSE
433,1,150,79,47,1613,FALSE
434,1,150,79,48,1613,FALSE
435,1,150,79,49,1613,FALSE
436,1,150,79,50,1613,FALSE
437,1,150,79,51,1613,FALSE
438,1,150,79,52,1613,FALSE
439,1,150,79,53,1613,FALSE
440,1,150,79,54,1613,FALSE
441,1,150,79,55,1613,FALSE
442,1,150,79,56,1613,FALSE
443,1,150,79,57,1613,FALSE
444,1,150,79,58,1613,FALSE
445,1,150,79,59,1613,TRUE
446,1,150,79,60,1613,TRUE
447,1,150,79,61,1613,TRUE
448,1,150,79,62,1613,TRUE
449,1,150,79,63,1613,TRUE
450,1,150,79,64,1613,TRUE
451,1,150,80,20,1613,FALSE
452,1,150,80,21,1613,FALSE
453,1,150,80,22,1613,FALSE
454,1,150,80,23,1613,FALSE
455,1,150,80,24,1613,FALSE
456,1,150,80,25,1613,FALSE
457,1,150,80,26,1613,FALSE
458,1,150,80,27,1613,FALSE
459,1,150,80,28,1613,FALSE
460,1,150,80,29,1613,FALSE
461,1,150,80,30,1613,FALSE
462,1,150,80,31,1613,FALSE
463,1,150,80,32,1613,FALSE
464,1,150,80,33,1613,FALSE
465,1,150,80,34,1613,FALSE
466,1,150,80,35,1613,FALSE
467,1,150,80,36,1613,FALSE
468,1,150,80,37,1613,FALSE
469,1,150,80,38,1613,FALSE
470,1,150,80,39,1613,FALSE
471,1,150,80,40,1613,FALSE
472,1,150,80,41,1613,FALSE
473,1,150,80,42,1613,FALSE
474,1,150,80,43,1613,FALSE
475,1,150,80,44,1613,FALSE
476,1,150,80,45,1613,FALSE
477,1,150,80,46,1613,FALSE
478,1,150,80,47,1613,FALSE
479,1,150,80,48,1613,FALSE
480,1,150,80,49,1613,FALSE
481,1,150,80,50,1613,FALSE
482,1,150,80,51,1613,FALSE
483,1,150,80,52,1613,FALSE
484,1,150,80,53,1613,FALSE
485,1,150,80,54,1613,FALSE
486,1,150,80,55,1613,FALSE
487,1,150,80,56,1613,FALSE
488,1,150,80,57,1613,FALSE
489,1,150,80,58,1613,FALSE
490,1,150,80,59,1613,TRUE
491,1,150,80,60,1613,TRUE
492,1,150,80,61,1613,TRUE
493,1,150,80,62,1613,TRUE
494,1,150,80,63,1613,TRUE
495,1,150,80,64,1613,TRUE
496,1,150,81,20,1613,FALSE
497,1,150,81,21,1613,FALSE
498,1,150,81,22,1613,FALSE
499,1,150,81,23,1613,FALSE
500,1,150,81,24,1613,FALSE
501,1,150,81,25,1613,FALSE
502,1,150,81,26,1613,FALSE
503,1,150,81,27,1613,FALSE
504,1,150,81,28,1613,FALSE
505,1,150,81,29,1613,FALSE
506,1,150,81,30,1613,FALSE
507,1,150,81,31,1613,FALSE
508,1,150,81,32,1613,FALSE
509,1,150,81,33,1613,FALSE
510,1,150,81,34,1613,FALSE
511,1,150,81,35,1613,FALSE
512,1,150,81,36,1613,FALSE
513,1,150,81,37,1613,FALSE
514,1,150,81,38,1613,FALSE
515,1,150,81,39,1613,FALSE
516,1,150,81,40,1613,FALSE
517,1,150,81,41,1613,FALSE
518,1,150,81,42,1613,FALSE
519,1,150,81,43,1613,FALSE
520,1,150,81,44,1613,FALSE
521,1,150,81,45,1613,FALSE
522,1,150,81,46,1613,FALSE
523,1,150,81,47,1613,FALSE
524,1,150,81,48,1613,FALSE
525,1,150,81,49,1613,FALSE
526,1,150,81,50,1613,FALSE
527,1,150,81,51,1613,FALSE
528,1,150,81,52,1613,FALSE
529,1,150,81,53,1613,FALSE
530,1,150,81,54,1613,FALSE
531,1,150,81,55,1613,FALSE
532,1,150,81,56,1613,FALSE
533,1,150,81,57,1613,FALSE
534,1,150,81,58,1613,FALSE
535,1,150,81,59,1613,TRUE
536,1,150,81,60,1613,TRUE
537,1,150,81,61,1613,TRUE
538,1,150,81,62,1613,TRUE
539,1,150,81,63,1613,TRUE
540,1,150,81,64,1613,TRUE
541,1,150,82,20,1613,FALSE
542,1,150,82,21,1613,FALSE
543,1,150,82,22,1613,FALSE
544,1,150,82,23,1613,FALSE
545,1,150,82,24,1613,FALSE
546,1,150,82,25,1613,FALSE
547,1,150,82,26,1613,FALSE
548,1,150,82,27,1613,FALSE
549,1,150,82,28,1613,FALSE
550,1,150,82,29,1613,FALSE
551,1,150,82,30,1613,FALSE
552,1,150,82,31,1613,FALSE
553,1,150,82,32,1613,FALSE
554,1,150,82,33,1613,FALSE
555,1,150,82,34,1613,FALSE
556,1,150,82,35,1613,FALSE
557,1,150,82,36,1613,FALSE
558,1,150,82,37,1613,FALSE
559,1,150,82,38,1613,FALSE
560,1,150,82,39,1613,FALSE
561,1,150,82,40,1613,FALSE
562,1,150,82,41,1613,FALSE
563,1,150,82,42,1613,FALSE
564,1,150,82,43,1613,FALSE
565,1,150,82,44,1613,FALSE
566,1,150,82,45,1613,FALSE
567,1,150,82,46,1613,FALSE
568,1,150,82,47,1613,FALSE
569,1,150,82,48,1613,FALSE
570,1,150,82,49,1613,FALSE
571,1,150,82,50,1613,FALSE
572,1,150,82,51,1613,FALSE
573,1,150,82,52,1613,FALSE
574,1,150,82,53,1613,FALSE
575,1,150,82,54,1613,FALSE
576,1,150,82,55,1613,FALSE
577,1,150,82,56,1613,FALSE
578,1,150,82,57,1613,FALSE
579,1,150,82,58,1613,FALSE
580,1,150,82,59,1613,TRUE
581,1,150,82,60,1613,TRUE
582,1,150,82,61,1613,TRUE
583,1,150,82,62,1613,TRUE
584,1,150,82,63,1613,TRUE
585,1,150,82,64,1613,TRUE
586,1,150,83,20,1613,FALSE
587,1,150,83,21,1613,FALSE
588,1,150,83,22,1613,FALSE
589,1,150,83,23,1613,FALSE
590,1,150,83,24,1613,FALSE
591,1,150,83,25,1613,FALSE
592,1,150,83,26,1613,FALSE
593,1,150,83,27,1613,FALSE
594,1,150,83,28,1613,FALSE
595,1,150,83,29,1613,FALSE
596,1,150,83,30,1613,FALSE
597,1,150,83,31,1613,FALSE
598,1,150,83,32,1613,FALSE
599,1,150,83,33,1613,FALSE
600,1,150,83,34,1613,FALSE
601,1,150,83,35,1613,FALSE
602,1,150,83,36,1613,FALSE
603,1,150,83,37,1613,FALSE
604,1,150,83,38,1613,FALSE
605,1,150,83,39,1613,FALSE
606,1,150,83,40,1613,FALSE
607,1,150,83,41,1613,FALSE
608,1,150,83,42,1613,FALSE
609,1,150,83,43,1613,FALSE
610,1,150,83,44,1613,FALSE
611,1,150,83,45,1613,FALSE
612,1,150,83,46,1613,FALSE
613,1,150,83,47,1613,FALSE
614,1,150,83,48,1613,FALSE
615,1,150,83,49,1613,FALSE
616,1,150,83,50,1613,FALSE
617,1,150,83,51,1613,FALSE
618,1,150,83,52,1613,FALSE
619,1,150,83,53,1613,FALSE
620,1,150,83,54,1613,FALSE
621,1,150,83,55,1613,FALSE
622,1,150,83,56,1613,FALSE
623,1,150,83,57,1613,FALSE
624,1,150,83,58,1613,FALSE
625,1,150,83,59,1613,TRUE
626,1,150,83,60,1613,TRUE
627,1,150,83,61,1613,TRUE
628,1,150,83,62,1613,TRUE
629,1,150,83,63,1613,TRUE
630,1,150,83,64,1613,TRUE
631,1,150,84,20,1613,FALSE
632,1,150,84,21,1613,FALSE
633,1,150,84,22,1613,FALSE
634,1,150,84,23,1613,FALSE
635,1,150,84,24,1613,FALSE
636,1,150,84,25,1613,FALSE
637,1,150,84,26,1613,FALSE
638,1,150,84,27,1613,FALSE
639,1,150,84,28,1613,FALSE
640,1,150,84,29,1613,FALSE
641,1,150,84,30,1613,FALSE
642,1,150,84,31,1613,FALSE
643,1,150,84,32,1613,FALSE
644,1,150,84,33,1613,FALSE
645,1,150,84,34,1613,FALSE
646,1,150,84,35,1613,FALSE
647,1,150,84,36,1613,FALSE
648,1,150,84,37,1613,FALSE
649,1,150,84,38,1613,FALSE
650,1,150,84,39,1613,FALSE
651,1,150,84,40,1613,FALSE
652,1,150,84,41,1613,FALSE
653,1,150,84,42,1613,FALSE
654,1,150,84,43,1613,FALSE
655,1,150,84,44,1613,FALSE
656,1,150,84,45,1613,FALSE
657,1,150,84,46,1613,FALSE
658,1,150,84,47,1613,FALSE
659,1,150,84,48,1613,FALSE
660,1,150,84,49,1613,FALSE
661,1,150,84,50,1613,FALSE
662,1,150,84,51,1613,FALSE
663,1,150,84,52,1613,FALSE
664,1,150,84,53,1613,FALSE
665,1,150,84,54,1613,FALSE
666,1,150,84,55,1613,FALSE
667,1,150,84,56,1613,FALSE
668,1,150,84,57,1613,FALSE
669,1,150,84,58,1613,FALSE
670,1,150,84,59,1613,TRUE
671,1,150,84,60,1613,TRUE
672,1,150,84,61,1613,TRUE
673,1,150,84,62,1613,TRUE
674,1,150,84,63,1613,TRUE
675,1,150,84,64,1613,TRUE
676,1,150,85,20,1613,FALSE
677,1,150,85,21,1613,FALSE
678,1,150,85,22,1613,FALSE
679,1,150,85,23,1613,FALSE
680,1,150,85,24,1613,FALSE
681,1,150,85,25,1613,FALSE
682,1,150,85,26,1613,FALSE
683,1,150,85,27,1613,FALSE
684,1,150,85,28,1613,FALSE
685,1,150,85,29,1613,FALSE
686,1,150,85,30,1613,FALSE
687,1,150,85,31,1613,FALSE
688,1,150,85,32,1613,FALSE
689,1,150,85,33,1613,FALSE
690,1,150,85,34,1613,FALSE
691,1,150,85,35,1613,FALSE
692,1,150,85,36,1613,FALSE
693,1,150,85,37,1613,FALSE
694,1,150,85,38,1613,FALSE
695,1,150,85,39,1613,FALSE
696,1,150,85,40,1613,FALSE
697,1,150,85,41,1613,FALSE
698,1,150,85,42,1613,FALSE
699,1,150,85,43,1613,FALSE
700,1,150,85,44,1613,FALSE
701,1,150,85,45,1613,FALSE
702,1,150,85,46,1613,FALSE
703,1,150,85,47,1613,FALSE
704,1,150,85,48,1613,FALSE
705,1,150,85,49,1613,FALSE
706,1,150,85,50,1613,FALSE
707,1,150,85,51,1613,FALSE
708,1,150,85,52,1613,FALSE
709,1,150,85,53,1613,FALSE
710,1,150,85,54,1613,FALSE
711,1,150,85,55,1613,FALSE
712,1,150,85,56,1613,FALSE
713,1,150,85,57,1613,FALSE
714,1,150,85,58,1613,FALSE
715,1,150,85,59,1613,TRUE
716,1,150,85,60,1613,TRUE
717,1,150,85,61,1613,TRUE
718,1,150,85,62,1613,TRUE
719,1,150,85,63,1613,TRUE
720,1,150,85,64,1613,TRUE
721,1,150,86,20,1613,FALSE
722,1,150,86,21,1613,FALSE
723,1,150,86,22,1613,FALSE
724,1,150,86,23,1613,FALSE
725,1,150,86,24,1613,FALSE
726,1,150,86,25,1613,FALSE
727,1,150,86,26,1613,FALSE
728,1,150,86,27,1613,FALSE
729,1,150,86,28,1613,FALSE
730,1,150,86,29,1613,FALSE
731,1,150,86,30,1613,FALSE
732,1,150,86,31,1613,FALSE
733,1,150,86,32,1613,FALSE
734,1,150,86,33,1613,FALSE
735,1,150,86,34,1613,FALSE
736,1,150,86,35,1613,FALSE
737,1,150,86,36,1613,FALSE
738,1,150,86,37,1613,FALSE
739,1,150,86,38,1613,FALSE
740,1,150,86,39,1613,FALSE
741,1,150,86,40,1613,FALSE
742,1,150,86,41,1613,FALSE
743,1,150,86,42,1613,FALSE
744,1,150,86,43,1613,FALSE
745,1,150,86,44,1613,FALSE
746,1,150,86,45,1613,FALSE
747,1,150,86,46,1613,FALSE
748,1,150,86,47,1613,FALSE
749,1,150,86,48,1613,FALSE
750,1,150,86,49,1613,FALSE
751,1,150,86,50,1613,FALSE
752,1,150,86,51,1613,FALSE
753,1,150,86,52,1613,FALSE
754,1,150,86,53,1613,FALSE
755,1,150,86,54,1613,FALSE
756,1,150,86,55,1613,FALSE
757,1,150,86,56,1613,FALSE
758,1,150,86,57,1613,FALSE
759,1,150,86,58,1613,FALSE
760,1,150,86,59,1613,TRUE
761,1,150,86,60,1613,TRUE
762,1,150,86,61,1613,TRUE
763,1,150,86,62,1613,TRUE
764,1,150,86,63,1613,TRUE
765,1,150,86,64,1613,TRUE
766,1,150,87,20,1613,FALSE
767,1,150,87,21,1613,FALSE
768,1,150,87,22,1613,FALSE
769,1,150,87,23,1613,FALSE
770,1,150,87,24,1613,FALSE
771,1,150,87,25,1613,FALSE
772,1,150,87,26,1613,FALSE
