testId,_inp_StaffType,_inp_WorkHour,_inp_Quality,_inp_Age,_out_Salary,_out_ExReward,
117,1,150,72,46,1613,false,
118,1,150,72,47,1613,false,
119,1,150,72,48,1613,false,
120,1,150,72,49,1613,false,
121,1,150,72,50,1613,false,
122,1,150,72,51,1613,false,
123,1,150,72,52,1613,false,
124,1,150,72,53,1613,false,
125,1,150,72,54,1613,false,
126,1,150,72,55,1613,false,
127,1,150,72,56,1613,false,
128,1,150,72,57,1613,false,
129,1,150,72,58,1613,false,
130,1,150,72,59,1613,false,
131,1,150,72,60,1613,false,
132,1,150,72,61,1613,false,
133,1,150,72,62,1613,false,
134,1,150,72,63,1613,false,
135,1,150,72,64,1613,false,
136,1,150,73,20,1613,false,
137,1,150,73,21,1613,false,
138,1,150,73,22,1613,false,
139,1,150,73,23,1613,false,
140,1,150,73,24,1613,false,
141,1,150,73,25,1613,false,
142,1,150,73,26,1613,false,
143,1,150,73,27,1613,false,
144,1,150,73,28,1613,false,
145,1,150,73,29,1613,false,
146,1,150,73,30,1613,false,
147,1,150,73,31,1613,false,
148,1,150,73,32,1613,false,
149,1,150,73,33,1613,false,
150,1,150,73,34,1613,false,
151,1,150,73,35,1613,false,
152,1,150,73,36,1613,false,
153,1,150,73,37,1613,false,
154,1,150,73,38,1613,false,
155,1,150,73,39,1613,false,
156,1,150,73,40,1613,false,
157,1,150,73,41,1613,false,
158,1,150,73,42,1613,false,
159,1,150,73,43,1613,false,
160,1,150,73,44,1613,false,
161,1,150,73,45,1613,false,
162,1,150,73,46,1613,false,
163,1,150,73,47,1613,false,
164,1,150,73,48,1613,false,
165,1,150,73,49,1613,false,
166,1,150,73,50,1613,false,
167,1,150,73,51,1613,false,
168,1,150,73,52,1613,false,
169,1,150,73,53,1613,false,
170,1,150,73,54,1613,false,
171,1,150,73,55,1613,false,
172,1,150,73,56,1613,false,
173,1,150,73,57,1613,false,
174,1,150,73,58,1613,false,
175,1,150,73,59,1613,false,
176,1,150,73,60,1613,false,
177,1,150,73,61,1613,false,
178,1,150,73,62,1613,false,
179,1,150,73,63,1613,false,
180,1,150,73,64,1613,false,
181,1,150,74,20,1613,false,
182,1,150,74,21,1613,false,
183,1,150,74,22,1613,false,
184,1,150,74,23,1613,false,
185,1,150,74,24,1613,false,
186,1,150,74,25,1613,false,
187,1,150,74,26,1613,false,
188,1,150,74,27,1613,false,
189,1,150,74,28,1613,false,
190,1,150,74,29,1613,false,
191,1,150,74,30,1613,false,
192,1,150,74,31,1613,false,
193,1,150,74,32,1613,false,
194,1,150,74,33,1613,false,
195,1,150,74,34,1613,false,
196,1,150,74,35,1613,false,
197,1,150,74,36,1613,false,
198,1,150,74,37,1613,false,
199,1,150,74,38,1613,false,
200,1,150,74,39,1613,false,
201,1,150,74,40,1613,false,
202,1,150,74,41,1613,false,
203,1,150,74,42,1613,false,
204,1,150,74,43,1613,false,
205,1,150,74,44,1613,false,
206,1,150,74,45,1613,false,
207,1,150,74,46,1613,false,
208,1,150,74,47,1613,false,
209,1,150,74,48,1613,false,
210,1,150,74,49,1613,false,
211,1,150,74,50,1613,false,
212,1,150,74,51,1613,false,
213,1,150,74,52,1613,false,
214,1,150,74,53,1613,false,
215,1,150,74,54,1613,false,
216,1,150,74,55,1613,false,
217,1,150,74,56,1613,false,
218,1,150,74,57,1613,false,
219,1,150,74,58,1613,false,
220,1,150,74,59,1613,false,
221,1,150,74,60,1613,false,
222,1,150,74,61,1613,false,
223,1,150,74,62,1613,false,
224,1,150,74,63,1613,false,
225,1,150,74,64,1613,false,
226,1,150,75,20,1613,false,
227,1,150,75,21,1613,false,
228,1,150,75,22,1613,false,
229,1,150,75,23,1613,false,
230,1,150,75,24,1613,false,
231,1,150,75,25,1613,false,
232,1,150,75,26,1613,false,
233,1,150,75,27,1613,false,
234,1,150,75,28,1613,false,
235,1,150,75,29,1613,false,
236,1,150,75,30,1613,false,
237,1,150,75,31,1613,false,
238,1,150,75,32,1613,false,
239,1,150,75,33,1613,false,
240,1,150,75,34,1613,false,
241,1,150,75,35,1613,false,
242,1,150,75,36,1613,false,
243,1,150,75,37,1613,false,
244,1,150,75,38,1613,false,
245,1,150,75,39,1613,false,
246,1,150,75,40,1613,false,
247,1,150,75,41,1613,false,
248,1,150,75,42,1613,false,
249,1,150,75,43,1613,false,
250,1,150,75,44,1613,false,
251,1,150,75,45,1613,false,
252,1,150,75,46,1613,false,
253,1,150,75,47,1613,false,
254,1,150,75,48,1613,false,
255,1,150,75,49,1613,false,
256,1,150,75,50,1613,false,
257,1,150,75,51,1613,false,
258,1,150,75,52,1613,false,
259,1,150,75,53,1613,false,
260,1,150,75,54,1613,false,
261,1,150,75,55,1613,false,
262,1,150,75,56,1613,false,
263,1,150,75,57,1613,false,
264,1,150,75,58,1613,false,
265,1,150,75,59,1613,false,
266,1,150,75,60,1613,false,
267,1,150,75,61,1613,false,
268,1,150,75,62,1613,false,
269,1,150,75,63,1613,false,
270,1,150,75,64,1613,false,
271,1,150,76,20,1613,false,
272,1,150,76,21,1613,false,
273,1,150,76,22,1613,false,
274,1,150,76,23,1613,false,
275,1,150,76,24,1613,false,
276,1,150,76,25,1613,false,
277,1,150,76,26,1613,false,
278,1,150,76,27,1613,false,
279,1,150,76,28,1613,false,
280,1,150,76,29,1613,false,
281,1,150,76,30,1613,false,
282,1,150,76,31,1613,false,
283,1,150,76,32,1613,false,
284,1,150,76,33,1613,false,
285,1,150,76,34,1613,false,
286,1,150,76,35,1613,false,
287,1,150,76,36,1613,false,
288,1,150,76,37,1613,false,
289,1,150,76,38,1613,false,
290,1,150,76,39,1613,false,
291,1,150,76,40,1613,false,
292,1,150,76,41,1613,false,
293,1,150,76,42,1613,false,
294,1,150,76,43,1613,false,
295,1,150,76,44,1613,false,
296,1,150,76,45,1613,false,
297,1,150,76,46,1613,false,
298,1,150,76,47,1613,false,
299,1,150,76,48,1613,false,
300,1,150,76,49,1613,false,
301,1,150,76,50,1613,false,
302,1,150,76,51,1613,false,
303,1,150,76,52,1613,false,
304,1,150,76,53,1613,false,
305,1,150,76,54,1613,false,
306,1,150,76,55,1613,false,
307,1,150,76,56,1613,false,
308,1,150,76,57,1613,false,
309,1,150,76,58,1613,false,
310,1,150,76,59,1613,false,
311,1,150,76,60,1613,false,
312,1,150,76,61,1613,false,
313,1,150,76,62,1613,false,
314,1,150,76,63,1613,false,
315,1,150,76,64,1613,false,
316,1,150,77,20,1613,false,
317,1,150,77,21,1613,false,
318,1,150,77,22,1613,false,
319,1,150,77,23,1613,false,
320,1,150,77,24,1613,false,
321,1,150,77,25,1613,false,
322,1,150,77,26,1613,false,
323,1,150,77,27,1613,false,
324,1,150,77,28,1613,false,
325,1,150,77,29,1613,false,
326,1,150,77,30,1613,false,
327,1,150,77,31,1613,false,
328,1,150,77,32,1613,false,
329,1,150,77,33,1613,false,
330,1,150,77,34,1613,false,
331,1,150,77,35,1613,false,
332,1,150,77,36,1613,false,
333,1,150,77,37,1613,false,
334,1,150,77,38,1613,false,
335,1,150,77,39,1613,false,
336,1,150,77,40,1613,false,
337,1,150,77,41,1613,false,
338,1,150,77,42,1613,false,
339,1,150,77,43,1613,false,
340,1,150,77,44,1613,false,
341,1,150,77,45,1613,false,
342,1,150,77,46,1613,false,
343,1,150,77,47,1613,false,
344,1,150,77,48,1613,false,
345,1,150,77,49,1613,false,
346,1,150,77,50,1613,false,
347,1,150,77,51,1613,false,
348,1,150,77,52,1613,false,
349,1,150,77,53,1613,false,
350,1,150,77,54,1613,false,
351,1,150,77,55,1613,false,
352,1,150,77,56,1613,false,
353,1,150,77,57,1613,false,
354,1,150,77,58,1613,false,
355,1,150,77,59,1613,false,
356,1,150,77,60,1613,false,
357,1,150,77,61,1613,false,
358,1,150,77,62,1613,false,
359,1,150,77,63,1613,false,
360,1,150,77,64,1613,false,
361,1,150,78,20,1613,false,
362,1,150,78,21,1613,false,
363,1,150,78,22,1613,false,
364,1,150,78,23,1613,false,
365,1,150,78,24,1613,false,
366,1,150,78,25,1613,false,
367,1,150,78,26,1613,false,
368,1,150,78,27,1613,false,
369,1,150,78,28,1613,false,
370,1,150,78,29,1613,false,
371,1,150,78,30,1613,false,
372,1,150,78,31,1613,false,
373,1,150,78,32,1613,false,
374,1,150,78,33,1613,false,
375,1,150,78,34,1613,false,
376,1,150,78,35,1613,false,
377,1,150,78,36,1613,false,
378,1,150,78,37,1613,false,
379,1,150,78,38,1613,false,
380,1,150,78,39,1613,false,
381,1,150,78,40,1613,false,
382,1,150,78,41,1613,false,
383,1,150,78,42,1613,false,
384,1,150,78,43,1613,false,
385,1,150,78,44,1613,false,
386,1,150,78,45,1613,false,
387,1,150,78,46,1613,false,
388,1,150,78,47,1613,false,
389,1,150,78,48,1613,false,
390,1,150,78,49,1613,false,
391,1,150,78,50,1613,false,
392,1,150,78,51,1613,false,
393,1,150,78,52,1613,false,
394,1,150,78,53,1613,false,
395,1,150,78,54,1613,false,
396,1,150,78,55,1613,false,
397,1,150,78,56,1613,false,
398,1,150,78,57,1613,false,
399,1,150,78,58,1613,false,
400,1,150,78,59,1613,true,
401,1,150,78,60,1613,true,
402,1,150,78,61,1613,true,
403,1,150,78,62,1613,true,
404,1,150,78,63,1613,true,
405,1,150,78,64,1613,true,
406,1,150,79,20,1613,false,
407,1,150,79,21,1613,false,
408,1,150,79,22,1613,false,
409,1,150,79,23,1613,false,
410,1,150,79,24,1613,false,
411,1,150,79,25,1613,false,
412,1,150,79,26,1613,false,
413,1,150,79,27,1613,false,
414,1,150,79,28,1613,false,
415,1,150,79,29,1613,false,
416,1,150,79,30,1613,false,
417,1,150,79,31,1613,false,
418,1,150,79,32,1613,false,
419,1,150,79,33,1613,false,
420,1,150,79,34,1613,false,
421,1,150,79,35,1613,false,
422,1,150,79,36,1613,false,
423,1,150,79,37,1613,false,
424,1,150,79,38,1613,false,
425,1,150,79,39,1613,false,
426,1,150,79,40,1613,false,
427,1,150,79,41,1613,false,
428,1,150,79,42,1613,false,
429,1,150,79,43,1613,false,
430,1,150,79,44,1613,false,
431,1,150,79,45,1613,false,
432,1,150,79,46,1613,false,
433,1,150,79,47,1613,false,
434,1,150,79,48,1613,false,
435,1,150,79,49,1613,false,
436,1,150,79,50,1613,false,
437,1,150,79,51,1613,false,
438,1,150,79,52,1613,false,
439,1,150,79,53,1613,false,
440,1,150,79,54,1613,false,
441,1,150,79,55,1613,false,
442,1,150,79,56,1613,false,
443,1,150,79,57,1613,false,
444,1,150,79,58,1613,false,
445,1,150,79,59,1613,true,
446,1,150,79,60,1613,true,
447,1,150,79,61,1613,true,
448,1,150,79,62,1613,true,
449,1,150,79,63,1613,true,
450,1,150,79,64,1613,true,
451,1,150,80,20,1613,false,
452,1,150,80,21,1613,false,
453,1,150,80,22,1613,false,
454,1,150,80,23,1613,false,
455,1,150,80,24,1613,false,
456,1,150,80,25,1613,false,
457,1,150,80,26,1613,false,
458,1,150,80,27,1613,false,
459,1,150,80,28,1613,false,
460,1,150,80,29,1613,false,
461,1,150,80,30,1613,false,
462,1,150,80,31,1613,false,
463,1,150,80,32,1613,false,
464,1,150,80,33,1613,false,
465,1,150,80,34,1613,false,
466,1,150,80,35,1613,false,
467,1,150,80,36,1613,false,
468,1,150,80,37,1613,false,
469,1,150,80,38,1613,false,
470,1,150,80,39,1613,false,
471,1,150,80,40,1613,false,
472,1,150,80,41,1613,false,
473,1,150,80,42,1613,false,
474,1,150,80,43,1613,false,
475,1,150,80,44,1613,false,
476,1,150,80,45,1613,false,
477,1,150,80,46,1613,false,
478,1,150,80,47,1613,false,
479,1,150,80,48,1613,false,
480,1,150,80,49,1613,false,
481,1,150,80,50,1613,false,
482,1,150,80,51,1613,false,
483,1,150,80,52,1613,false,
484,1,150,80,53,1613,false,
485,1,150,80,54,1613,false,
486,1,150,80,55,1613,false,
487,1,150,80,56,1613,false,
488,1,150,80,57,1613,false,
489,1,150,80,58,1613,false,
490,1,150,80,59,1613,true,
491,1,150,80,60,1613,true,
492,1,150,80,61,1613,true,
493,1,150,80,62,1613,true,
494,1,150,80,63,1613,true,
495,1,150,80,64,1613,true,
496,1,150,81,20,1613,false,
497,1,150,81,21,1613,false,
498,1,150,81,22,1613,false,
499,1,150,81,23,1613,false,
500,1,150,81,24,1613,false,
501,1,150,81,25,1613,false,
502,1,150,81,26,1613,false,
503,1,150,81,27,1613,false,
504,1,150,81,28,1613,false,
505,1,150,81,29,1613,false,
506,1,150,81,30,1613,false,
507,1,150,81,31,1613,false,
508,1,150,81,32,1613,false,
509,1,150,81,33,1613,false,
510,1,150,81,34,1613,false,
511,1,150,81,35,1613,false,
512,1,150,81,36,1613,false,
513,1,150,81,37,1613,false,
514,1,150,81,38,1613,false,
515,1,150,81,39,1613,false,
516,1,150,81,40,1613,false,
517,1,150,81,41,1613,false,
518,1,150,81,42,1613,false,
519,1,150,81,43,1613,false,
520,1,150,81,44,1613,false,
521,1,150,81,45,1613,false,
522,1,150,81,46,1613,false,
523,1,150,81,47,1613,false,
524,1,150,81,48,1613,false,
525,1,150,81,49,1613,false,
526,1,150,81,50,1613,false,
527,1,150,81,51,1613,false,
528,1,150,81,52,1613,false,
529,1,150,81,53,1613,false,
530,1,150,81,54,1613,false,
531,1,150,81,55,1613,false,
532,1,150,81,56,1613,false,
533,1,150,81,57,1613,false,
534,1,150,81,58,1613,false,
535,1,150,81,59,1613,true,
536,1,150,81,60,1613,true,
537,1,150,81,61,1613,true,
538,1,150,81,62,1613,true,
539,1,150,81,63,1613,true,
540,1,150,81,64,1613,true,
541,1,150,82,20,1613,false,
542,1,150,82,21,1613,false,
543,1,150,82,22,1613,false,
544,1,150,82,23,1613,false,
545,1,150,82,24,1613,false,
546,1,150,82,25,1613,false,
547,1,150,82,26,1613,false,
548,1,150,82,27,1613,false,
549,1,150,82,28,1613,false,
550,1,150,82,29,1613,false,
551,1,150,82,30,1613,false,
552,1,150,82,31,1613,false,
553,1,150,82,32,1613,false,
554,1,150,82,33,1613,false,
555,1,150,82,34,1613,false,
556,1,150,82,35,1613,false,
557,1,150,82,36,1613,false,
558,1,150,82,37,1613,false,
559,1,150,82,38,1613,false,
560,1,150,82,39,1613,false,
561,1,150,82,40,1613,false,
562,1,150,82,41,1613,false,
563,1,150,82,42,1613,false,
564,1,150,82,43,1613,false,
565,1,150,82,44,1613,false,
566,1,150,82,45,1613,false,
567,1,150,82,46,1613,false,
568,1,150,82,47,1613,false,
569,1,150,82,48,1613,false,
570,1,150,82,49,1613,false,
571,1,150,82,50,1613,false,
572,1,150,82,51,1613,false,
573,1,150,82,52,1613,false,
574,1,150,82,53,1613,false,
575,1,150,82,54,1613,false,
576,1,150,82,55,1613,false,
577,1,150,82,56,1613,false,
578,1,150,82,57,1613,false,
579,1,150,82,58,1613,false,
580,1,150,82,59,1613,true,
581,1,150,82,60,1613,true,
582,1,150,82,61,1613,true,
583,1,150,82,62,1613,true,
584,1,150,82,63,1613,true,
585,1,150,82,64,1613,true,
586,1,150,83,20,1613,false,
587,1,150,83,21,1613,false,
588,1,150,83,22,1613,false,
589,1,150,83,23,1613,false,
590,1,150,83,24,1613,false,
591,1,150,83,25,1613,false,
592,1,150,83,26,1613,false,
593,1,150,83,27,1613,false,
594,1,150,83,28,1613,false,
595,1,150,83,29,1613,false,
596,1,150,83,30,1613,false,
597,1,150,83,31,1613,false,
598,1,150,83,32,1613,false,
599,1,150,83,33,1613,false,
600,1,150,83,34,1613,false,
601,1,150,83,35,1613,false,
602,1,150,83,36,1613,false,
603,1,150,83,37,1613,false,
604,1,150,83,38,1613,false,
605,1,150,83,39,1613,false,
606,1,150,83,40,1613,false,
607,1,150,83,41,1613,false,
608,1,150,83,42,1613,false,
609,1,150,83,43,1613,false,
610,1,150,83,44,1613,false,
611,1,150,83,45,1613,false,
612,1,150,83,46,1613,false,
613,1,150,83,47,1613,false,
614,1,150,83,48,1613,false,
615,1,150,83,49,1613,false,
616,1,150,83,50,1613,false,
617,1,150,83,51,1613,false,
618,1,150,83,52,1613,false,
619,1,150,83,53,1613,false,
620,1,150,83,54,1613,false,
621,1,150,83,55,1613,false,
622,1,150,83,56,1613,false,
623,1,150,83,57,1613,false,
624,1,150,83,58,1613,false,
625,1,150,83,59,1613,true,
626,1,150,83,60,1613,true,
627,1,150,83,61,1613,true,
628,1,150,83,62,1613,true,
629,1,150,83,63,1613,true,
630,1,150,83,64,1613,true,
631,1,150,84,20,1613,false,
632,1,150,84,21,1613,false,
633,1,150,84,22,1613,false,
634,1,150,84,23,1613,false,
635,1,150,84,24,1613,false,
636,1,150,84,25,1613,false,
637,1,150,84,26,1613,false,
638,1,150,84,27,1613,false,
639,1,150,84,28,1613,false,
640,1,150,84,29,1613,false,
641,1,150,84,30,1613,false,
642,1,150,84,31,1613,false,
643,1,150,84,32,1613,false,
644,1,150,84,33,1613,false,
645,1,150,84,34,1613,false,
646,1,150,84,35,1613,false,
647,1,150,84,36,1613,false,
648,1,150,84,37,1613,false,
649,1,150,84,38,1613,false,
650,1,150,84,39,1613,false,
651,1,150,84,40,1613,false,
652,1,150,84,41,1613,false,
653,1,150,84,42,1613,false,
654,1,150,84,43,1613,false,
655,1,150,84,44,1613,false,
656,1,150,84,45,1613,false,
657,1,150,84,46,1613,false,
658,1,150,84,47,1613,false,
659,1,150,84,48,1613,false,
660,1,150,84,49,1613,false,
661,1,150,84,50,1613,false,
662,1,150,84,51,1613,false,
663,1,150,84,52,1613,false,
664,1,150,84,53,1613,false,
665,1,150,84,54,1613,false,
666,1,150,84,55,1613,false,
667,1,150,84,56,1613,false,
668,1,150,84,57,1613,false,
669,1,150,84,58,1613,false,
670,1,150,84,59,1613,true,
671,1,150,84,60,1613,true,
672,1,150,84,61,1613,true,
673,1,150,84,62,1613,true,
674,1,150,84,63,1613,true,
675,1,150,84,64,1613,true,
676,1,150,85,20,1613,false,
677,1,150,85,21,1613,false,
678,1,150,85,22,1613,false,
679,1,150,85,23,1613,false,
680,1,150,85,24,1613,false,
681,1,150,85,25,1613,false,
682,1,150,85,26,1613,false,
683,1,150,85,27,1613,false,
684,1,150,85,28,1613,false,
685,1,150,85,29,1613,false,
686,1,150,85,30,1613,false,
687,1,150,85,31,1613,false,
688,1,150,85,32,1613,false,
689,1,150,85,33,1613,false,
690,1,150,85,34,1613,false,
691,1,150,85,35,1613,false,
692,1,150,85,36,1613,false,
693,1,150,85,37,1613,false,
694,1,150,85,38,1613,false,
695,1,150,85,39,1613,false,
696,1,150,85,40,1613,false,
697,1,150,85,41,1613,false,
698,1,150,85,42,1613,false,
699,1,150,85,43,1613,false,
700,1,150,85,44,1613,false,
701,1,150,85,45,1613,false,
702,1,150,85,46,1613,false,
703,1,150,85,47,1613,false,
704,1,150,85,48,1613,false,
705,1,150,85,49,1613,false,
706,1,150,85,50,1613,false,
707,1,150,85,51,1613,false,
708,1,150,85,52,1613,false,
709,1,150,85,53,1613,false,
710,1,150,85,54,1613,false,
711,1,150,85,55,1613,false,
712,1,150,85,56,1613,false,
713,1,150,85,57,1613,false,
714,1,150,85,58,1613,false,
715,1,150,85,59,1613,true,
716,1,150,85,60,1613,true,
717,1,150,85,61,1613,true,
718,1,150,85,62,1613,true,
719,1,150,85,63,1613,true,
720,1,150,85,64,1613,true,
721,1,150,86,20,1613,false,
722,1,150,86,21,1613,false,
723,1,150,86,22,1613,false,
724,1,150,86,23,1613,false,
725,1,150,86,24,1613,false,
726,1,150,86,25,1613,false,
727,1,150,86,26,1613,false,
728,1,150,86,27,1613,false,
729,1,150,86,28,1613,false,
730,1,150,86,29,1613,false,
731,1,150,86,30,1613,false,
732,1,150,86,31,1613,false,
733,1,150,86,32,1613,false,
734,1,150,86,33,1613,false,
735,1,150,86,34,1613,false,
736,1,150,86,35,1613,false,
737,1,150,86,36,1613,false,
738,1,150,86,37,1613,false,
739,1,150,86,38,1613,false,
740,1,150,86,39,1613,false,
741,1,150,86,40,1613,false,
742,1,150,86,41,1613,false,
743,1,150,86,42,1613,false,
744,1,150,86,43,1613,false,
745,1,150,86,44,1613,false,
746,1,150,86,45,1613,false,
747,1,150,86,46,1613,false,
748,1,150,86,47,1613,false,
749,1,150,86,48,1613,false,
750,1,150,86,49,1613,false,
751,1,150,86,50,1613,false,
752,1,150,86,51,1613,false,
753,1,150,86,52,1613,false,
754,1,150,86,53,1613,false,
755,1,150,86,54,1613,false,
756,1,150,86,55,1613,false,
757,1,150,86,56,1613,false,
758,1,150,86,57,1613,false,
759,1,150,86,58,1613,false,
760,1,150,86,59,1613,true,
761,1,150,86,60,1613,true,
762,1,150,86,61,1613,true,
763,1,150,86,62,1613,true,
764,1,150,86,63,1613,true,
765,1,150,86,64,1613,true,
766,1,150,87,20,1613,false,
767,1,150,87,21,1613,false,
768,1,150,87,22,1613,false,
769,1,150,87,23,1613,false,
770,1,150,87,24,1613,false,
771,1,150,87,25,1613,false,
772,1,150,87,26,1613,false,
773,1,150,87,27,1613,false,
774,1,150,87,28,1613,false,
775,1,150,87,29,1613,false,
776,1,150,87,30,1613,false,
777,1,150,87,31,1613,false,
778,1,150,87,32,1613,false,
779,1,150,87,33,1613,false,
780,1,150,87,34,1613,false,
781,1,150,87,35,1613,false,
782,1,150,87,36,1613,false,
783,1,150,87,37,1613,false,
784,1,150,87,38,1613,false,
785,1,150,87,39,1613,false,
786,1,150,87,40,1613,false,
787,1,150,87,41,1613,false,
788,1,150,87,42,1613,false,
789,1,150,87,43,1613,false,
790,1,150,87,44,1613,false,
791,1,150,87,45,1613,false,
792,1,150,87,46,1613,false,
793,1,150,87,47,1613,false,
794,1,150,87,48,1613,false,
795,1,150,87,49,1613,false,
796,1,150,87,50,1613,false,
797,1,150,87,51,1613,false,
798,1,150,87,52,1613,false,
799,1,150,87,53,1613,false,
800,1,150,87,54,1613,false,
801,1,150,87,55,1613,false,
802,1,150,87,56,1613,false,
803,1,150,87,57,1613,false,
804,1,150,87,58,1613,false,
805,1,150,87,59,1613,true,
806,1,150,87,60,1613,true,
807,1,150,87,61,1613,true,
808,1,150,87,62,1613,true,
809,1,150,87,63,1613,true,
810,1,150,87,64,1613,true,
811,1,150,88,20,1613,false,
812,1,150,88,21,1613,false,
813,1,150,88,22,1613,false,
814,1,150,88,23,1613,false,
815,1,150,88,24,1613,false,
816,1,150,88,25,1613,false,
817,1,150,88,26,1613,false,
818,1,150,88,27,1613,false,
819,1,150,88,28,1613,false,
820,1,150,88,29,1613,false,
821,1,150,88,30,1613,false,
822,1,150,88,31,1613,false,
823,1,150,88,32,1613,false,
824,1,150,88,33,1613,false,
825,1,150,88,34,1613,false,
826,1,150,88,35,1613,false,
827,1,150,88,36,1613,false,
828,1,150,88,37,1613,false,
829,1,150,88,38,1613,false,
830,1,150,88,39,1613,false,
831,1,150,88,40,1613,false,
832,1,150,88,41,1613,false,
833,1,150,88,42,1613,false,
834,1,150,88,43,1613,false,
835,1,150,88,44,1613,false,
836,1,150,88,45,1613,false,
837,1,150,88,46,1613,false,
838,1,150,88,47,1613,false,
839,1,150,88,48,1613,false,
840,1,150,88,49,1613,false,
841,1,150,88,50,1613,false,
842,1,150,88,51,1613,false,
843,1,150,88,52,1613,false,
844,1,150,88,53,1613,false,
845,1,150,88,54,1613,false,
846,1,150,88,55,1613,false,
847,1,150,88,56,1613,false,
848,1,150,88,57,1613,false,
849,1,150,88,58,1613,false,
850,1,150,88,59,1613,true,
851,1,150,88,60,1613,true,
852,1,150,88,61,1613,true,
853,1,150,88,62,1613,true,
854,1,150,88,63,1613,true,
855,1,150,88,64,1613,true,
856,1,150,89,20,1613,false,
857,1,150,89,21,1613,false,
858,1,150,89,22,1613,false,
859,1,150,89,23,1613,false,
860,1,150,89,24,1613,false,
861,1,150,89,25,1613,false,
862,1,150,89,26,1613,false,
863,1,150,89,27,1613,false,
864,1,150,89,28,1613,false,
865,1,150,89,29,1613,false,
866,1,150,89,30,1613,false,
867,1,150,89,31,1613,false,
868,1,150,89,32,1613,false,
